Query	UserId	ChatsNum	BotAnswer	BotHelp	SysName
Здравствуйте! Подскажите, где найти новое в работе с иностранцами в 2024 году?	5230456	1	0	0	kss
в течении какого времени необходимо предоставить сведения в военкомат в связи с увольнением военнообязанного	9226067	1	0	0	kss
"Здравствуйте. В ""Персональной подборке"" есть ""Рекомендация"" по пребордингу и онбордингу. Но информации нет. Пишет, что файлы не найдены."	6693447	1	0	0	kss
добрый день, типовой договор распространении информации(информационной кампании) в сети интернет	20656550	1	0	0	kss
Добрый день. Подскажите, пожалуйста в каком формате загружать файл, в умный график отпусков?	21047394	1	0	0	kss
Добрый день!Подскажите пожалуйста,у нас на предприятии есть несколько подразделений,из одного из них к нам переходит работать сотрудник,заявление на перевод написал две недели назад,но нам его не отдают основываясь на то, что ему не нашли замену,мы имеем право опровергнуть тот фактор и на основании чего ,или нам нужно ждать пока человека отпустят? Регион ДНР г.Донецк.	18411798	1	0	0	kss
если сотрудник увольняется в связи с призывом на военную службу, сохраняется ли за ним стаж?	18020665	1	0	0	kss
Добрый день, сотрудница, находится в отпуске по уходу за ребенком до 1,5 лет и работает в режиме неполного рабочего дня, неполной рабочей недели. В случае болезни ребенка или своей болезни может ли она уйти на больничный?	1671412	1	0	0	kss
Добрый день! Нужно ли подавать какие либо отчеты военкомат, если в орг-ии нет военнообязанных сотрудников?	12726912	1	0	0	kss
является ли нарушением если сотрудник прошел проходную ровно в 8 00 час или же надо уже приступить к работе в 8 00 час	15574247	1	0	0	kss
Добрый день. Подскажите пожалуйста в карточку учета организации отчет в военкомат если есть сотрудник мобилизованный куда его включать?	5014628	1	0	0	kss
Доброе утро, можно образец уведомления об отстранении от работы в связи с окончанием действия сертификата специалиста и не подачей документов на аккредитацию?	18433228	1	0	0	kss
Что делать если сотрудник не хочет переходить со сменного графика на основной?	18391933	1	0	0	kss
как снять работнику ненормированность рабочего времени	4445134	1	0	0	kss
Добрый день! 31 декабря 2023г. является праздничным днем и переносится ли он при подсчете дней отпуска?	10329788	1	0	0	kss
Уточнение к Ответ от экспертов Системы Кадры на вопрос № 4000232	18143263	1	0	0	kss
"Заявление
о получении разъяснений по вопросам соблюдения трудового
законодательства и нормативных правовых актов, содержащих
нормы трудового права"	6579022	1	0	0	kss
Юлия, все об отпусках без сохранения з/платы	5207273	1	0	0	kss
"Добрый день! 
Подскажите пожалуйста, обязательно ли делать отдельную должностную инструкцию к договору, если обязанности работника прописаны в самом договоре?"	3621813	1	0	0	kss
Добрый день! Помогите пожалуйста найти коды в справочнике ОКПДТР для заместителя директора по продажам.	5625210	1	0	0	kss
Благодарю за ответ - рассеяла мои сомнения.	9855745	1	0	0	kss
процедура увольнения по утрате доверия	9056260	1	0	0	kss
сроки сообщения о принятии гос. служащего?	2061203	1	0	0	kss
Добрый день. Подскажите, такая ситуация. С Директором заключенг ТД с 2020 г. до 2025г. Но приняли Устав в новой редакции, где написано, что полномочия директора действуют всего 3 года. Издали протокол общ. собрания участников, в нем написано, что продлить полномочия до 2026г. Как быть? Просто продлить старый ТД с 2025г. до 2026г.? Но мы разве не нарушаем законодательство, где прописано, что не более 5 лет действует директор. Прекратить старый ТД и заключить новый, но это не прописано в протоколе. Не знаю как быть.	18048402	1	0	0	kss
Добрый день! Разъясните пожалуйста: в организации существует должность, которая не предполагаем неполное рабочее время (рабочий зеленого хозяйства) в штатном расписании 2 штатные единицы - одна как квотируемая для инвалидов, а на второй. на период отсутствия постоянного работника. оформлены внутренние совместители 2 сотрудника. Вопрос: в штатном расписании, в графе 3 (должность...) прописывать должность два раза, а в графе 4 (Количество штатных единиц) по 0,5 ставки. Если да, то объясните почему. Должность не предполагает неполное рабочее время. Два сотрудника организации работают в свободное	9740254	1	0	0	kss
Уточните, пожалуйста, вышел ли закон, позволяющий женщинам работать полный день и получать пособие по уходу за ребенком до 1,5 лет?	8256824	1	0	0	kss
добрый день, новости за ноябрь	7732949	1	0	0	kss
Добрый день! подскажите пожалуйста, когда происходит переименование структурного подразделения без изменения трудовой функции, какие кадровые документы мы должны сделать, доп соглашения обязательно, так как название есть в трудовом договоре. а для ПФР мы должны делать приказ о переводе? убирается одно слово из названия кафедры	2306028	1	0	0	kss
Добрый день. при сверке с военкоматом надо ли направлять сведения на призывников?	6262328	1	0	0	kss
Добрый день, какой код ОКПДТР по должности директора по закупкам	20182069	1	0	0	kss
можно ли в дополнительном соглашение прописать условие об удержании полной стоимости расходов на обучение понесенных работодателем если работник не отработал установленный срок после обучения.	21005338	1	0	0	kss
Добрый день, работник совмещает должность начальника отдела будучи консультантом. Насколько правомочно подписывать ему документы указывая должность - и.о. начальника отдела? Или какую должность ему указывать?	696394	1	0	0	kss
"Добрый день! Такой вопрос: если организация не включена в список организаций, имеющих право бронирования и ведет только воинский учет, нужно ли указывать, в приказе,в функционале,в журналах, что ведется ""воинский учет и бронирование"", или указывать только ""воинский учет"", а ""бронирование"" только когда организация получит соответствующий статус?"	20403245	1	0	0	kss
Добрый день. Нужен ли стаж вождения для приема на работу водителем или можно принять на эту должность человека только что получившего права	3973681	1	0	0	kss
https://www.1kadry.ru/#/document/16/141925/	6693447	1	0	0	kss
в приказе №766н нет сиз по инженеру	4778846	1	0	0	kss
Добрый день. Разъясните, пожалуйста, как заполнять графы 11 и 12 подраздела 1.2 подраздела 1 формы ЕФС-1 по работникам, которые являются внутренними совместителями и за ними закреплены несколько рабочих мест, с разными индивидуальными номерами.	20114866	1	0	0	kss
Добрый день! Обязательно ли в графике отпусков, указывать дополнительный отпуск или достаточно проставить основной отпуск?	8573049	1	0	0	kss
изменения ноября	18821865	1	0	0	kss
Можно ли аннулировать трудовой договор, если сотрудник в течение месяца не приступил к работе?	20986272	1	0	0	kss
Добрый день! Прошу разъяснить как все же лучше оформлять на дистанционную работу за пределами РФ? Это могут быть как граждане РФ, так и иностранные граждане. В случае оформления на дистанционную работу по трудовому договору иностранного гражданина за пределами России как подавать ЕФС-1 в СФР, СНИЛС у таких сотрудников нет. Требуется письменный ответ эксперта.	12239291	1	0	0	kss
изменения ноября	8911162	1	0	0	kss
Доброе утро. что грозит работодателю за непредоставление межвахтового отдыха сотрудникам, которые работают вахтовым методом	2052213	1	0	0	kss
Добрый день! В организацию пришла повестка на имя сотрудника. Есть ли установленный срок, в течение которого работодатель обязан отправить в военкомат корешок о вручении повестки/акт об отказе в получении повестки?	18070327	1	0	0	kss
Добрый день! можно ли брать двух сотрудников на одну ставку по полставки	1610357	1	0	0	kss
Добрый день. Прошу порядок увольнения с связи с истечением срочного трудового договора (5ЛЕТ по Уставу) с генеральным директором. И обратный приём его на сроком на 5 лет по Уставу. Нужен порядок действий. Учредитель один.	8251495	1	0	0	kss
Нужно ли переделывать отпуск если у сотрудника он по 28.11, а он хочет уволиться 24.11 так как уезжает в другой город или отпуск оставить без изменения то как подписи взять в журнале учета трудовых и в приказах	15900082	1	0	0	kss
"ПОЧЕМУ НЕ МОГУ ОТКРЫТЬ ""КАК ОРГАНИЗАВАТЬ КОПРОРАТИВНЫЕ МЕРОПРИЯТИЯ""? НАПИСАНО ДЛЯ ПОДПИСЧИКОВ."	6867245	1	0	0	kss
Спасибо, а почему невозможно продление? с 2025 до 2026 года?	18048402	1	0	0	kss
Если принимать сотрудника на должность специалиста по охране труда со средне специальным непрофильным образованием и дипломом по профессиональной подготовке по профилю, какое количество часов в дипломе по ПП должно быть?	1951266	1	0	0	kss
Добрый день! Нужна помощь .Оплата переработок работнику при сменном графике и суммированном учете рабочего времени - как считается (формула, пример)	5570130	1	0	0	kss
#ОШИБКА!	7638946	1	0	0	kss
увольнение в связи с призывом на военную службу, процедура	18020665	1	0	0	kss
Можно ли осуществить перевод с места по срочному трудовому договору на другое место, тоже по срочному трудовому договору?	1613498	1	0	0	kss
Здравствуйте! Если в процессе СОУТ определяются допустимые условия труда на рабочем месте, в результате чего работник теряет ранее приобретенное право на получение гарантий и компенсаций (с класса 3.1 на класс 2) в какой срок необходимо уведомить работника об изменении условий трудового договора?	10231224	1	0	0	kss
Доброе утро. Вопрос. Можно ли установить сменный режим работы по 12 часов смена при этом не превышая нормы часов за неделю, т.е работник отрабатывает 3 полных смены и неполную смену 3, 36 минут?	17583074	1	0	0	kss
Можно отразить в графике отпусков только фактически заработанные дни к дате отпуска ( без аванса) , например сотрудник принят в октябре, хочет через 6 месяцев 14 к.д. и плюс еще через месяц неделю ( дни авансом).	16786792	1	0	0	kss
Добрый день! Вопрос: работник принят по срочному трудовому договору на период с 01.11.23 по 30.04.24 год. Нужно ли включать в график отпусков таких сотрудников? Какое кол-во дней планировать в графике отпусков и в какие месяцы? Прошу направить вопрос экспертам.	20483642	1	0	0	kss
образец заполнения титульного листа журнала проверок осуществления воинского учета и бронирования граждан, пребывающих в запасе Вооруженных Сил Российской Федерации	20248867	1	0	0	kss
как сократить рабочий день сотрудника	21009769	1	0	0	kss
отпускные 2024	10090014	1	0	0	kss
Здравствуйте, если я добавлю одну колонку(ознакомление с граф.от. и дата она будет называется) в графике отпусков ф-Т7, то мне придется делать приказ об составлении и утверждении. Это для дого чтоб отдельно не печатать листки ознакомления с гр. от.. Без приказа можно же обойтись?	7846884	1	0	0	kss
Добрый день. Подскажите, где можно получить информацию о прохождении стажировки педагогическими работниками среднего профессионального образования и высшего образования. Уточняю, речь идет о стажировке как одной из основных форм повышения квалификации. Как правильно организовать стажировку педагогическим работникам? Есть ли на этот счет правила, законы, инструкции?	8591741	1	0	0	kss
Добрый день! какие реквизиты указывать в дополнительном соглашении иностранного гражданина?	20533748	1	0	0	kss
Добрый день! Подскажите как в Умный график отпусков - 2024 добавить праздничные нерабочие дни Крыма, спасибо	2734252	1	0	0	kss
Здравствуйте! В 2022 году провели СОУТ, работников ознакомили с картой СОУТ под личную подпись, но не оформили соглашение к трудовому договору. Будет ли считаться нарушением?	20880901	1	0	0	kss
Добрый день, входит ли учеба на дневном отделении в университете в 1993 году в общий стаж?	2475091	1	0	0	kss
Добрый день, коллеги! Подскажите, пожалуйста, какой период исчисления дополнительного отпуска работнику, если прописали впервые в положении с определенного момента. Например, с 30.12.2021г., а период работы работника с 05.09.2021 по 04.09.2022. Верно ли понимаю, что следует считать количество положенных дней дополнительного отпуска с даты принятия положения по дату окончания рабочего периода работника?	617436	1	0	0	kss
какие новые штрафы по воинскому учету	3636609	1	0	0	kss
Добрый день! Может ли по звонку банка сообщать работает ли сотрудник в компании или нет?	20384720	1	0	0	kss
Добрый день, вопрос: возможно ли перейти с военной пенсии на гражданскую пенсию?	17744135	1	0	0	kss
Спасибо. Если мы выбираем второй способ перехода сотрудника с совместительства на основную работу через доп.соглашение, форму ЕФС-1 раздел 1.1 подавать не нужно?	1671412	1	0	0	kss
Добрый день. В учреждении рабочие по уходу за животными работают по скользящему графику (непрерывный производственный процесс), Как правильно быть с переносом праздничного дня 4.11.2023 (у рабочего выходные ПЯТНИЦА, СУББОТА)	21173087	1	0	0	kss
Добрый день, подскажите пожалуйста, если работник переведен на другую должность, то с какого периода должность, с которой его перевели является вакантной с того же дня или со следующего дня?	18327402	1	0	0	kss
Добрый день. Можно ли внутри месяца переводить человека с графика сутки/трое на график 5/2. Что нужно учесть?	2560791	1	0	0	kss
"Добрый день! Подскажите при расторжении трудового договора по соглашению с выплатой отступных, как правильно назвать выплату ""Компенсация"" или ""выходное пособие"""	701997	1	0	0	kss
Добрый день! Сотрудница, не знаю дату ухода на больничный по беременности и родам, оформила очередной отпуск. Но больничный ей выдали уже сегодня. Сотрудница планирует пока не уходить на больничный по бер.и родам, сходить в очередной отпуск, а по его окончанию уже уйти в этот больничный. Может ли сотрудница так сделать? Как оформить это в отделе кадров?	3698451	1	0	0	kss
Добрый день. Есть вопрос.	20478414	1	0	0	kss
график отпусков на 2024год	17519559	1	0	0	kss
Запись в ТК об увольнении всвязи с призывом на военную службу	18020665	1	0	0	kss
Здравствуйте. Работнику повышают оклад. Он работает на неполной ставке 0,5. как оформить доп. соглашение к трудовому договору?	20942295	1	0	0	kss
может ли работник быть устроен внешним совместителем не имея основной работы	7521857	1	0	0	kss
Добрый день. Подскажите, пожалуйста, при переименовании отдела, без изменения трудовых функций сотрудников, без перемещений, без каких либо изменений ... в какие сроки необходимо сдавать отчетность СЗВ-ТД? Если сдать не своевременно какой грозит штраф?	18419058	1	0	0	kss
добрый день! Сотрудница была в отпуске по уходу за ребенком до 3-х лет. Вышла на неполный рабочий день, а теперь хочет уйти опять в отпуск по уходу за этим же ребенком. Подскажите как оформить и формулировку заявления	4596002	1	0	0	kss
Здравствуйте, при выгрузки сведений о приеме работника из 1С выгрузился адрес проживания, вместо прописки. Сведения о приеме гражданина в военкомат отправили в военкомат по месту проживания, вместо военкомата (по месту регистрации работника), Сегодня позвонили с военкомата ( в который был направлены сведения) и нам пригрозили штафом, если работник не станет на учет по месту проживания в данный военкомат. Законны ли действия воекомата и надо ли нам подавать сведения в военкомат по месту регистрации в связи с возникшей ошибкой?	4504231	1	0	0	kss
Должен ли рабочий быть ознакомлен с системой управления охраной труда на предприятии?	20327795	1	0	0	kss
Добрый день! Коллективный договор не является обязательным документом для организации. Такой договор заключают между организацией и ее сотрудниками на добровольной основе, поскольку он представляет собой одну из форм социального партнерства. Это следует из положений статей 24, 25, 27 Трудового кодекса РФ. В нашей детской школе искусств работает 88 человек, из них 37 - члены первичной профсоюзной организации. 10.12.2023 истекает срок Коллективного договора нашей организации. Директор в одностороннем порядке желает не создавать новый КД. Коллектив - за создание документа. Вопрос: правомерны ли д	21034211	1	0	0	kss
новый учет	20539125	1	0	0	kss
Добрый день! Подскажите пожалуйста, какие заявления надо взять с внешего совместителя и что оформить, если по основному месту работы женщина вышла отпуск по беременности и родам?	18740245	1	0	0	kss
Добрый день. В перечне отчетов в ЦЗН есть такой отчет , как отпуска без сохранения ЗП. Что здесь имеется ввиду, отпуска вынужденные? В форме на сайте работа в России непонятно как заполнять форму. Там дата начала и окончания и количество....Так у нас в отпуск без сохранения ЗП идут в месяц по 100 человек, кто на 1 день, кто на 30. Как отчет сдавать, если форма как- будто для одного или всех, но с одинаковыми датами) Я, наверное, непонятно сформулировала вопрос?))	16109919	1	0	0	kss
Добрый день. Существуют ли нормативы численности кадровых работников в зависимости , например горно-добывающих (вахтовый метод)?	17798099	1	0	0	kss
Добрый день. У работника в трудовом договоре прописано, что графики работы (смены) доводится до его сведения в день приема на работу, а также не позднее месяца до введения в действие. Но возникают разные обстоятельства и приходится график корректировать. При этом, каждый раз, в связи с тем, что в ТД прописаны сроки ознакомления, составляется доп.соглашение о том, что доведенный до сведения график работы от Н числа график считать недействительным. И дни выхода на работу, продолжительность и т.д. определяются вновь введенным (корректирующим графиком). Можно ли единожды прописать условия в ТД о	3458634	1	0	0	kss
правила рассмотрения запросов субъектов персональных данных или их представителей	17820934	1	0	0	kss
Можно ли оформить совмещение на период болезни основного сотрул=дника?	9981109	1	0	0	kss
сотрудник получил новый паспорт после утери , что должен сделать кадровик	17764569	1	0	0	kss
Здравствуйте! Надо ли продлить отпуск внешнему совместителю в связи с болезнью (нетрудоспособностью)? Спасибо!	5075743	1	0	0	kss
Добрый день! Подскажите пожалуйста,если срок трудового договора истек и перезаключаем на новый срок - 1 год.	2190249	1	0	0	kss
Добрый день, подскажите пожалуйста, нужно ли включать в график отпусков на 2024 год, сотрудников, которые находятся на СВО и сотрудниц в отпуске по уходу за ребенком и беременности и родам?	21048171	1	0	0	kss
нужно составить должностную инструкцию для монтажника опс	4456400	1	0	0	kss
Добрый день! Вносятся в трудовую книжку благодарственные письма?	7892131	1	0	0	kss
Добрый день. Почему я вижу сообщение что я вошла в систему на новом устройстве?	2269130	1	0	0	kss
Добрый день! при приеме на работу, работник захотел перейти на электронную трудовую книжку, нужно ли вносить ему запись о приеме на работу в бумажную трудовую?	1683772	1	0	0	kss
Сотрудник открыл длительный больничный, дата направления на МСЭ 14.11.2023, дата регистрации 15.11.2023, дата освидетельствования 21.11.2023, установлена 3 группа инвалидности. На период с 15.11.2023 по 20.11.2023 больничный не открыт. Как оформить эти дни с 15.11.2023 по 20.11.2023?	19327124	1	0	0	kss
Добрый день. Согласно ст. 146 ТК РФ. оплата труда работников, занятых на работах с вредными условиями труда, производится в повышенном размере. Но не нашла нигде нормы, регулирующей на какие виды начисления производится повышенная оплата за работу во вредных условиях. В частности интересует производится ли доплата за работу во вредных условиях на: оплата в праздничные дни. оплата в выходные дни, оплата в ночное время?	1693554	1	0	0	kss
Здравствуйте! возник вопрос при приеме на работу сотрудника на должность преподавателя по совместительству..По основной работе ей считают педагогический стаж 7 лет, включая в него работу во Дворце культуры на должности руководитель народного коллектива.Правомерно ли это,т.к. Дворец не является образовательным учреждением, это учреждение культуры. Считается ли стаж работы в нем как педагогический?	2391661	1	0	0	kss
Добрый день! Ситуация следующая. Работник принес контракт о прохождении военной службы сроком на один год. При этом никаких повесток, извещений от военкомата не поступало. В телефонном разговоре представитель военкомата заявил, что это не доброволец и не мобилизованный, а контрактник. Как поступить в данном случае - увольнять или приостановить трудовой договор? Вопрос эксперту.	4267531	1	0	0	kss
добрый день, на трудовых договорах и доп соглашениях обязательно ставить печать организации? или это не обязательный реквизит в данных документах?	9189024	1	0	0	kss
Добрый день! Мне повторить вопрос?	18248058	1	0	0	kss
Здравствуйте! Скажите пожалуйста, какие документы необходимо оформить при приеме кладовщика, по мимо договора о полной индивидуально материальной ответственности???	372752	1	0	0	kss
"Добрый день!
Правильно ли понимаю, что если трудовой договор был продлен до окончания больничного, а больничный заканчивается 24.11, нужно провести увольнение 24.11?"	8625359	1	0	0	kss
Добрый день. Особенности приема на работу в сфере строительства	1628000	1	0	0	kss
Добрый день! Подскажите, пожалуйста: работодатель устанавливает персональную надбавку работникам. Правомерно ли процент персональной надбавки начислять не только на оклад (тар.ставку), но и на ежемесячную надбавку (стимулирующая выплата за высокую интенсивность труда) и оплату за ночные часы?	21073694	1	0	0	kss
Здравствуйте. Помогите пожалуйста найти ответ на вопрос: в нашем ПВТР указано, что работникам выдаются расчетные листы. Теперь мы создали 1С Кабинет сотрудника и листы не выдаем. Что я должна прописать в положении об изменении ус-ий в ПВТР?	2634868	1	0	0	kss
добрый день. Подскажите пожалуйста, как грамотно уволить сотрудника , за не выход на работу с августа месяца.	438555	1	0	0	kss
Сотрудник работает в МЧС. Может ли он заключить договор ГПХ с коммерческой организацией? Нужно ли коммерческой организацией уведомлять какую-либо структуру о заключении такого договора?	5468719	1	0	0	kss
Добрый день! Какова продолжительность отпуска советника руководителя по воспитанию и взаимодействию с детскими общественными объединениями?	5246109	1	0	0	kss
Добрый день. Возможно ли заключить с сотрудником соглашение о запрете работы у конкурентов в течении года после увольнения из Общества	8066658	1	0	0	kss
"Добрый день, подскажите, пожалуйста, в уведомлении работника о переводе в другую местность вместе с работодателем. указано, что в случае отказа от переезда трудовой договор будет прекращен 31.12.2023 с выплатой 2-х недельного пособия. Может ли работник уволиться раньше этого срока, например 28.12.2023 по этой же статье ""отказ от переезда"" и с выплатой пособия?"	3307854	1	0	0	kss
Добрый день! Работнику после лечения в психиатрической больнице назначена 2-я группа инвалидности. Больничный закрыт 21.11.2023, сегодня 23.11.2023. Какой датой его нужно уволить?	2836729	1	0	0	kss
Нужно ли подавать сведения при приеме на работу И увольнении по договорам ГПХ в отчете ЕФС-1	1613443	1	0	0	kss
ДОБРЫЙ ДЕНЬ! Кто подписывает дефектный акт на реконструкцию? члены комиссии какой должен быть состав?	6657910	1	0	0	kss
измениния в ноябре	10464111	1	0	0	kss
А как оплатить дни, которые он отсутствовал и не больничного листа (22.11.2023) и день увольнения (23.11.2023)?	2836729	1	0	0	kss
Добрый день! Уточните, пожалуйста, какая ответственность работодателя в случае, если в компании не проведена индексация заработных плат. Спасибо!	20988834	1	0	0	kss
"Я просила должностные инструкции с приведением профстандарта в области строительства. Мне прислали космическое направление, а не стороительство. Это нормально???Прошу ДИ в соответствии с МИНИСТЕРСТВО ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ РОССИЙСКОЙ ФЕДЕРАЦИИ Добрый день! Мне необходима должностная инструкция на основе профстандарта (ПРИКАЗ от 19 октября 2021 года N 730н Об утверждении профессионального стандарта ""Специалист по проектированию уникальных зданий и сооружений"") на должности: ведущий инженер - конструктор; Начальника отдела проектирования; инженер-проектировщик."	5935443	1	0	0	kss
Добрый день! Какими нормативными актами нужно руководствоваться при составлении должностной инструкции воспитателя детского сада, учителя в части установления требований к образованию и должностным обязанностям?	11616819	1	0	0	kss
Добрый день. Какая служба должна готовить отчет СЗВ - К?	2352677	1	0	0	kss
сотрудник принес из учебного заведения расписание сессии, преддипломной практики, диплома (написание) и защита диплома, получается. его не будет на работе с 18.03.2024 по 16.06.2024 мы должны ему предоставить учебный отпуск на весь период?	7058116	1	0	0	kss
Добрый день! Можно статью 65 ТК РФ	13036982	1	0	0	kss
Должность руководителя муниципального учреждения подведомственного Администрации района- вакантна. Распоряжением Администрации района обязанности и.о. руководителя возложены на сотрудника учреждения. Должен ли глава района заключить договор с сотрудником или дополнительное соглашение к его трудовому договору?	21150286	1	0	0	kss
Сохраняется ли персональная надбавка при переводе работника по его инициативе на другую должность	17719434	1	0	0	kss
Спасибо большое! И еще подскажите так же по персональной надбавке: необходимо ли на персональную надбавку начислять районный коэффициент и северную надбавку? Или это не обязательно?	21073694	1	0	0	kss
Добрый день! Нужно ли проводить очередную аттестацию если с сотрудником перезаключался трудовой договор (перерывов в стаже нет) и срок (пятилетний) еще не подошел?	19125603	1	0	0	kss
"добрый день! подскажите, если руководитель оформил докладную записку на работников о выговоре и один сотрудник написал объяснительную, а другой Служебную записку, в которой объяснил проступок. можно оставить ""Служебную записку""? или сотрудник должен переписать на ""Объяснительную""?"	10530459	1	0	0	kss
а если для этого работника, работа на 0,5 ставки является основным местом работы? он не совместитель, а основной работник	20175397	1	0	0	kss
если сотрудник работает неполный рабочий день и находится в отпуске по уходу за ребенком до 3 лет, может ли она пойти в это время в отпуск учебный	15832716	1	0	0	kss
Здравствуйте . Если прерывание стажа, если прошло более 2-х месяцев с даты увоьнения?	19041204	1	0	0	kss
с какой периодичностью должна проводить индексацию заработной платы коммерческая организация	20893745	1	0	0	kss
образец заполнения сзв тд	1908182	1	0	0	kss
Здравствуйте	20175397	1	0	0	kss
Добрый день! Подскажите пожалуйста, в график сменности включаются вакантные должности или же только штатные сотрудники?	5451777	1	0	0	kss
Здравствуйте! В рамках нашего пакета услуг можно ли заказать должностные инструкции?	3294535	1	0	0	kss
Спасибо. Как учесть отсутствие сотрудника по причине отпуска? Например в 2024 году норма часов 1979. Делим их на 12 мес, получается 164,9 часов в месяц, то есть 13,7 смен. в месяц. Понятно, что неполная смена быть не должна, в этом случае вводится суммированный учет рабочего времени, в каком-то месяце будет переработка ,в каком-то недоработка. Если вычесть из нормы часов за год время отпуска, то 1979 часов это уже будет с переработкой?	17583074	1	0	0	kss
