templateId	Query
0	Добрый день....У вас программа для экономиста, наподобие как Система Главбух?
552451	Добрый день! Организация не подала Уведомление по начисленным суммам в части НДФЛ за июль 2023г. Какие необходимо предпринять действия? Какая ответственность? 6 Ндфл за полугодие уже сдано.
0	"Добрый день!
Организация заключила договор аренды сроком на 5 лет, в помещении произведены работы квалифицированные как неотделимые улучшения. 
Спустя 2 года по просьбе собственника был расторгнут договор, но Организация не покинула помещения, а заключила договор субаренды в данном помещении. 
Вопрос: При расторжении договора аренды неотделимые улучшения должны передаваться Арендатору или продолжают амортизироваться у Арендатора?"
0	"Здравствуйте. 
Подскажите, при оформлении дарения грузового транспорта одному из членов семьи (физ.лицу), какие нужно платить налоги?

И вторая часть вопроса. По истечению 3х лет владения физ лицо продает этот вид транспорта (грузовой), может ли воспользоваться имущественным вычетом?"
0	Здравствуйте! уточните, пжл. есть ли пояснения по налогу на сверхприбыль - можно ли будет уменьшить обычный налог на прибыль?
0	Уважаемы коллеги, добрый день! Помогите, пожалуйста прояснить две следующие ситуации, не могу найти правовые акты по ним.
556308	енп
0	Здравствуйте! Организация перешла на ЭДО, обязана ли организация заключать соглашение с покупателем об электронном документообороте.
521252	что понимается под выручкой при расчете лимита выручки для освобождения от НДС. Реализованная продукция или полученные предоплаты +реализация?
526669	Добрый день! У ИП возникла необходимость подать уточненки по 3-НДФЛ за 2020 и 2021 г. На каких бланках подавать корректировки: на идентичных тем, которые были на дату первичного отчета или можно по форме 2022 года?
0	"Добрый день, можно ли признать в расходы ""Консультационные услуги по управленческому учету"" у ИП на УСН Доходы -расходы?"
0	Доброе утро! Подскажите, можно ли принять на расходыкомпенсацию затрат работнику на приобретение путевки в детские оздоровительные лагеря
0	При получении субсидий указывать ли их в таблице 9 пояснений к балансу?
0	Добрый день! Узнали, что на нашего поставщика подали заявление о признании банкротом, один из заявителей ИФНС, сумма требований более 70 млн рублей, на данный момент у поставщика инкассовое поручение от ИФНС. данный поставщик продолжает нам поставлять товары, какие риски несет наша организация? Заявление о признании банкротства еще не рассмотрено.
507252	Доброе утро. Может ООО купить полес ДМС не сотруднику ,а члену его семьи ?
0	Вы 2 день не отвечаете на вопросы
0	Доброе утро. Сотрудница, находящаяся в декретном отпуске захотела срочно уволиться. Мы можем это сделать день в день? или она должна написать заявление заранее
550444	Здравствуйте! Сотрудник принес свидетельство о рождение ребенка из первого брака жены, состоят в зарегистрированном браке, есть совместный ребенок, положен ли ему стандартный вычет за первого ребенка? Если да, то какие документы он должен предоставить?
0	Здравствуйте, подскажите пожалуйста, работник работает совместителем на 0,1 ставки , т.е. 4 часа в неделю на работах с вредными условиями труда. На даннйо должности проведена СОУТ и установлен 7 кд доп отпуска. Положен ли доп отпуск данному работнику? Пропорционально или полностью?
532131	Добрый день! Предприниматель работает по патенту. По договору с покупателем должен выставить реализацию с НДС. Можно ли в данном случае учитывать входной НДС ?
0	"Добрый день! СФР прислал Акт
о выявлении правонарушения в сфере законодательства Российской Федерации
об индивидуальном (персонифицированном) учете в системах обязательного
пенсионного страхования и обязательного социального страхования) не сдан сэв стаж за 2021 г. Какой штраф! И нужно ли сейчас сдать СЭВ стаж"
100000013	Благодарю
537441	платежные поручения с 25.09.2023 изменения по налогам НДФЛ
0	Добрый день!Прошу разъяснить по вопросу: наша организация заказала у поставщика изготовление пакетов. поставщик предоставил ТОРГ-12 на сумму 18000.00 руб и акт на изготовление макета пакетов на сумму 1000.00 рубл. Как отразить в учете изготовление макета. Организация некоммерческая , которая вправе применять упрощенные способы бух.учета. Спасибо.
0	"Доброе утро. Прошу помочь в следующем вопросе: какие продовольственные товары проходят регистрацию через Систему : ""Честный знак"""
0	проживание директора в гостинице в выходной день можно ли отнести на затраты
0	Доброе утро , подскажите пожалуйста ООО на ОСНО . В связи с нарушением условий договора , покупатель выставил штрафные санкции . Может ли ООО учесть в составе внереализационных расходов данные санкции ? По какой строчке отражаются данные расходы в декларации по налогу на прибыль?
0	добрый день, новости за сентябрь
453538	Здравствуйте, подскажите мы на УСН 6% от дохода, в 2022 по ХМАО нам предоставили льготу 4 % от дохода, хотелось бы узнать какой процент УСН от дохода на 2023 год Охранные услуги, при обращении в налоговый орган я не получила конкретного ответа
0	. Если Работник откажется подписать приказ об отстранении от работы в состоянии алкогольного опьянения тогда нужно составить акт или сделайте соответствующую запись в приказе, можно образец такой записи и акта
507662	Здравствуйте! Авансы по налогу на прибыль, уплаченные в течение 1 квартала (в январе, феврале и марте) уменьшают сумму налога, рассчитанный за 1 квартал ?
0	Доброго времени суток! Подскажите пожалуйста: Мы работаем на общем режиме, хотим у самозанятого купить товар. Какие документы нужны от самозанятого и на что нам обратить внимание? Нужен ли договор, если сумма всего 20 тысяч? Спасибо!
0	можно ли переодеваться и принимать душ в рабочее время
530939	Добрый день. Скажите пожалуйста, должна ли организация ставить на воинский учет автомобиль, который приобретен в лизинг и еще не выкуплен?
0	Добрый день! За сколько лет можно рассчитать компенсацию работнику при увольнении? Просто сотрудник принят в 2011 году, в отпуске не разу не был
100000008	Здравствуйте, нужна информация: как оформить правильно трудовую книжку, если человек является ИП и директорм ООО одновременно
0	Добрый день! Подскажите пожалуйста ,Можно ли утерянные «бумажные» документы за прошлый год отправит и подписать по ЭДО, мы провели доходы в 2022 году, покупатель отобразил покупку так же в 2022 году? есть ли какие то риски?
0	"Здравствуйте, подскажите, пожалуйста, можем ли мы отнести на расходы в бух. учете всю стоимость Системы Главбух плюс в месяце приобретения или нужно списывать весь период использования (предприятие УСН ""доходы""), стоимость 73000?"
0	Здравствуйте! Если НКО, религиозная ассоциация продает принадлежащую ей б/у технику (иногда, возможно, раз в несколько лет), будет ли это считаться коммерческой деятельностью?
547221	Здравствуйте, дайте пожалуйста ссылку на действующий порядок заполнения УПД в 2023г с пояснениями данных по строкам и графам.
0	"здравствуйте! СФр просит отправить отчет СЗВ-СТАЖ за сотрудницу с типом сведений ""назначение пенсии"" за период , который отличается от фактического отработанного периода. Фактически работница работает с 01.01.23 по настоящее время, а просят отправить отчет с 01.01.23-10.03.23. Не противоречит ли это законодательству?"
0	Доброе утро! Если в компании платиться только аренда можно ли не платить з.п. Ген директору? В каких случаях з.п. не платиться Руководителю?
506960	Заполняют ли коммерческие организации отчет о целевом финансировании форма 3 бухгалтерской отчетности?
0	Добрый день! Учитель в школе работает как внешний совместитель. Должны ли мы ему оплачивать стоимость периодического медосмотра?
0	Добрый день, при начислении больничного у работника последний период работы в 2021 году в районе крайнего севера, справки о зп нет, как начислять больничный? Из расчета МРОТ?
0	здравствуйте нужна информация по уходу за детьми инвалидами
0	Добрый день! Подскажите пожалуйста : как правильно указать наименование в чеке оказанной услуги, состоящей из несколько позиций? Нужно расписывать каждую позицию в чеке?
421149	лизинг фсбу
501034	добрый день! Правда ли, что с 01.01.2024 года лимит необлагаемых НДФЛ и взносами суточных при разъездной работе и надбавок вахтовикам будет ограничен 700 руб. за день работы в РФ
0	Добрый день. При приеме на работу любой новый сотрудник должен проходить обязательный первичный медосмотр?
0	Добрый день! Подскажите, кто должен вести воинский учет в организации - бухгалтер или кадровик? И чем обосновать, что кадровик?
0	Добрый день. Подскажите, если была передача ОС госоргану, нужно ли: восстановить НДС и нужно ди вести раздельный
0	У организации ограничение по счетом из-за исполнительного листа. Будет ли считаться уклонением от погашения задолженности, если организация откроет ещё один ( не арестованный счет), про который не знает судебный пристав.
540600	Добрый день. Подскажите пожалуйста может ли ИП (не является взаимозависимым) дать беспроцентный займ ООО? не будет ли последствий и претензий со стороны налоговой?
0	Как правильно оформить по документам депонированную зп?
0	Добрый день, мы отгружаем продукцию без перехода права собственности, отгрузка осуществляется в Египет, без НДС, а мы являемся плательщиками НДС, скажите пожалуйста какие проводки будут при данной операции? У нас встает проводка помимо Дт45 - Кт 43
0	Добрый день! ООО на ОСНО передало товары собственного производства на переработку в Казахстан. Каким документом будет производится начисление НДС, и на что начисляется НДС при возврате товаров из переработки? И какой вид операции будет в книге покупок по данной операции?
0	Добрый день. Был заключен договор гпх с физ лицом. Выяснили, что этот человек потерял статус налогового резидента. Должны мы продолжать быть налоговым агентом?
552456	нужно ли ип отправлять уведомление обначисленных суммах взносов, налогов, если он планирует оплатьь фиксированные взносы или взносы с дохода свыше 300 тыс
0	Добрый день, ООО на общей системе, подскажите пожалуйста как лучше поступить когда генеральный директор уходит в декретный отпуск. И может ли он исполнять свои обязанности, если будет продолжать работать не полный день?
0	Добрый день . Есть разъяснения на тему : Обязан ли работодатель малого предприятие с небольшой численностью сотрудников сдавать отчеты в военкомат . И какой штраф предусмотрен , если отчеты никогда нен сдавали .. Кадровика в штате нет .
0	Добрый день.У меня вопрос по строительству.Подскажите пожалуйста,на основании каких документов бухгалтер должен отразить в бухгалтерском учете списание материалов,которые использовались для построения определенного объекта.Предоставили КС-3 и акт выполненных работ,в которых очень мало информации для списания материалов.В акте указана общая сумма монтажа,а конкретно не указаны какие материалы затрачены были на этот монтаж .Какие еще документы должны предоставить бухгалтерии?
532366	За несоблюдение лимита расчетов наличными денежными средствами между юр. лицами, оба микропредприятия какая ответственность предусмотрена и зависит ли сумма штрафа от суммы расчета наличными
0	Доброе утро! Коллеги, подскажите ссылку на образцы первичных документов. В частности мне нужен образец журнала регистрации путевых листов
0	Добрый день, можно ли физическому лицу сдавать в аренду производственное помещение на безвозмездной основе юрлицу?
0	Добрый день, клиент юр лицо хочет вернуть товар обратно нам по причине финансовой затрудненности. Какие документы он должен оформить? Может ли сам поставщик выставить корректир счф на уменьшение данного товара??
0	за что выплачивается вахтовая надбавка? можно ли удержать если работник уехал на вахту, но на смену ни разу не вышел?
0	Вы не полностью ответили на мой вопрос! Второй вариант: сделать соответствующую запись в приказе пожалуйста образец
0	Добрый день! Физ лицо купил производственную базу в 2010 году за 20 000 000, в 2023 году продает за 10 000 000. Какие налоги возникнут? Зависит кадастровая стоимость при продаже имущества?
0	Добрый день, сотрудник использует личный автомобиль. какие варианты есть возмещение.
0	Спасибо. А как быть в этот промежуток времени, как сдать СЗВ ТД и другие документы?
505972	Добрый день, подскажите, может ли учредитель требовать расшифровки отчетности и базы 1С ?
539330	Минимальный срок владения квартирой
558349	Добрый день. Организация на ОСНО для собственных нужд приобрела монитор для компьютера в ДНС В полученном УПД монитор - прослеживаемый товар. Организации в этом случае нужно подавать в ИФНС какие-либо сведения или отчёт?
0	Здравствуйте.Может ли организация заключить договор о выполнении работ (услуг) с основным сотрудником в штате?
0	заполнение путевых листов с 1 сентября
0	Добрый день! Что делать с личными делами и с копиями документов уволенных сотрудников? Как долго хранить и нужно какие то копии личных документов уничтожить
0	Добрый день, подскажите учет расходов (проезд, командировка в Москву, проведение НОК) за услуги сдачи профессионального экзамена для независимой оценки квалификации и получения свидетельства для национального реестра специалистов в области строительства (требования СРО)
0	Добрый день, подскажите, пожалуйста, работник заболел в 2023 году, работает у нас в организации с 2022, данных по 2021 году нет, обязаны ли мы запрашивать в ОСФР заработок за 2021 год
0	Добрый день! Обязательно ли в трудовом договоре в реквизитах прописывать паспортные данные сотрудника? если не прописали -считается ли это ошибкой?
0	.
0	Добрый день! ИП на усн доходы 6%, без работников. Предоставлена рассрочка по уплате взносов свыше 300т 1% за 2021г. Вопрос, авансовый платеж по УСН за 3 кв 2023г можем уменьшить на уплаченные суммы рассрочки с 01.07.23 по 30.09.23.
501185	Добрый день! Наша компания передала на комиссию товар для реализации в маркетплейсы, как правильно оформить операции в учете?
0	Здравствуете. Можно ли заключить договор между самозанятым и физлицом в декрете? (одна сторона - самозаняты, другая сторона - декрет)
0	"Добрый день.
По налогу на сверхприбыль. 
Для расчете налога на сверхприбыль используется термин ""Прибыль"".
Из какой строки декларации по налогу на прибыль брать сумму для расчета? 
Как учитываются периоды в которых получен убыток?"
0	Здравствуйте. Организация компенсировала через подотчетные суммы сотрудникам расходы на обязательный медосмотр.Нужно эти суммы облагать НДФЛ и Страховыми взносами?
503080	Доброе утро! Может ли новый директор, подав в ИФНС лично Заявление по форме Р13014, подписать его эл.подписью физического лица?
0	Добрый день! Какими документами, в.т. числе и транспортными оформляемся перемещение товара внутри одной организации
0	Здравствуйте! подскажите, если возмещается ущерб с виновного, его можно лишить дополнительно премии за допущение брака. это же разные основания?
0	Добрый день! Нужно ли вставать организации на воинский учет если нет военнообязанных
0	Здравствуйте. В конце 2021г. в программу 1С Бухгалтерия ВВОДОМ НАЧАЛЬНЫХ ОСТАТКОВ был занесен на счет 67.03 займ от организации в размере 1 млн.руб. и проценты по займу на счет 67.04 в сумме 80тыс.руб. По условиям займа сначала платили проценты, потом погашали займ. В этом году займ закрыли. Но так как его закрыли раньше установленного срока, то нам пересчитали сумму для досрочного погашения займа и за 1,5 года, с начала оплаты займа, эта сумма составила 987тыс.руб. Поэтому в 1С по кредиту счета 67.03 остались ещё 13тыс.руб. в задолженности нашей организации. Какими проводками правильно этот
0	Здравствуйте, можно ли предоставить отпуск сотруднику оплачиваемый, если он работает только 3 месяца?
0	Добрый день. Перевозчик оказывает услуги по перевозке грузов, при этом у него не открыт нужный ОКВЭД. чем грозит организации клиенту, которая привлекла такого перевозчика? какие налоговые риски?
0	Иземенения октября
0	а выплатить обязательно в день увольнения по совместительству?
0	Добрый день! Ситуация: сотрудник остался в месте командировке на неделю в отпуске, возможны ли проблемы с отнесением стоимости обратного билета на уменьшения налога на прибыль и возможны ли доначисления зарплатных налогов?
0	При увольнении сотрудника пенсионера должен ли он отрабатывать 2 недели?
0	смерть сотрудника на рабочем месте
507651	можно ли зачесть НДС с аванса в 3 квартале 2023г,, если возврат денежных средств покупателю (возврат аванса) бы произведен в 2кв.2023г?
0	Удерживать НДФЛ с выплат за 1-ю и 2-ю половину месяца предприятие обязано, а перечислять платежным поручением суммы НДФЛ в какие сроки?
0	Доброе утро, подскажите пожалуйста.Надо ли сдавать в ИМНС промежуточный ликвидационный баланс? Спасибо
0	Добрый день. Юр.лицо ООО (ЕСХН) выплачивает дивиденды другому юр.лицу ООО (ЕСХН). Как отразить в БУ и как правильно начислить НДФЛ и налог на прибыл?
508557	Добрый день. Подскажите, пожалуйста, какие санкции за несвоевременную подачу заявления о ввозе из стран ЕАЭС?
0	Здравствуйте. Пришлите пожалуйста рекомендации пошаговые по командировке. Руководитель на 5 дней улетает в Абхазию. Как оформить. Как отразить в учете?
0	Добрый день, прошу помощи
0	Добрый день! Подскажите, пожалуйста фирма открыта 2 года, название не патентетовали и брендитовали. Какие последствия могут быть у названия? и есть закон в котором говориться об обязательной регистрации бренда и если да то в каких органах?
0	ДОБРЫЙ ДЕНЬ! КОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ, ВИД ДЕЯТЕЛЬНОСТИ - МЕЖДУГОРОДНИЕ ПЕРЕВОЗКИ ПАССАЖИРОВ И БАГАЖА, НА УСН УТРАТИЛА ПРАВО НА УСН В СЕНТЯБРЕ ТЕКУЩЕГО ГОДА. ПО ПРАВИЛАМ НК РФ, НАЛОГОПЛАТЕЛЬЩИК,УТРАТИВШИЙ ПРАВО НА УСН, ОБЯЗАН ПРИМЕНЯТЬ ОБЩИЙ РЕЖИМ НАЛОГООБЛОЖЕНИЯ С НАЧАЛА ТОГО КВАРТАЛА, В КОТОРОМ ПРАВО НА УСН ПОТЕРЯНО. В СВЯЗИ С ЭТИМ У НАС ВОПРОС - В НАСТОЯЩЕЕ ВРЕМЯ МЫ ЯВЛЯЕМСЯ ИСКЛЮЧИТЕЛЬНО ПЕРЕВОЗЧИКАМИ. БИЛЕТЫ НА НАШИ РЕЙСЫ ПРОДАЮТ ВОКЗАЛЫ И ИНТЕРНЕТ-РЕСУРСЫ, ОПЛАТУ ЗА ПРОДАННЫЕ БИЛЕТЫ НАШИ АГЕНТЫ (ВОКЗАЛЫ И Т.Д.) ПЕРЕЧИСЛЯЮТ НА НАШ Р/С, ЗА ИСКЛЮЧЕНИЕМ СВОЕГО АГЕНТСКОГО ВОЗНАГРАЖДЕНИЯ ЗА ПР
0	Доброе утро. Есть ли какая нибудь подборка рекомендаций по требованию налоговой об уплате недоимки. В личном кабинете юридического лица нет платежей за февраль и март 2023. Спасибо
0	"Добрый день!
ИП с объектом обложения «доходы». Планирует обучить себя и потенциальных работников (еще не приняты, по результатам обучения возможно будут приняты на работу) за свой счет у другого ИП. У ИП, который будет обучать, нет лицензии на образовательную деятельность, учит сам лично, в ОКВЭД образовательная деятельность есть. Будут ли облагаться НДФЛ у первого ИП затраты на обучение себя и других лиц (потенциальных работников)?"
0	Здравствуйте! Можно ли по агентскому договору прописать о том, что денежные средства в размере поступившей платы за найм жилого помещения от нанимателей перечислять 2 раза в месяц на счет Принципала? В данный момент у нас прописано ежедневно, по мере поступления, но берется комиссия банка и мы получается в убытке.
509937	как начисляется выплата больничного совместителю, если по основному месту работы он проработал менее 1 года
0	При увеличении срока полезного использования ОС находящегося в третей группе, срок увеличивается и ОС по сроку можно отнести к другой группе. Как правильно увеличить срок полезного использования? нужно ли ОС переносить на другую группу?
0	Добрый день . Компания заключает договор с самозанятым . На какой период можно заключить, чтобы ИФНс не приравняла к трудовому?
0	Добрый день. Я ИП, занимающийся грузоперевозками на патенте. Возникла необходимость открыть ООО с НДС. Там тоже я, учредитель и директор. На новом ООО в лизинге один грузовой тягач. Вопрос — могу ли я сдать в аренду ООО (то есть, фактически, сам себе) автомобили, которые у меня в собственности. Если да, то как отразить арендные платежи у ИП, который на патенте? И может ли ООО списывать затраты при аренде этих авто ( бензин, запчасти и т.д.) в свою прибыль?. Спасибо
553896	Как в 1с бухгалтерия сделать акт сверки с ифнс?
0	как работать с цифровым рублем
0	Добрый день! ОЧЕНЬ НУЖНА СРОЧНАЯ ПОМОЩЬ!!! Ситуация такая. Сотрудник уезжает в командировку 27.10.2023 г. Возвращается 28.09.2023 г. , прибытие поезда в 23.59. Вопрос: Сколько дней сотрудник был в командировке 2 или 3 дня?
0	Здравствуйте, как отразить возмещение от ОСФР расходов на оплату доп.выходных по уходу за детьми -инвалидами
0	Здравствуйте. Можно ли вернуть налоговый вычет за обучение ребенка, если очно-заочная форма обучения и ребенок проживает в общежитие ВУЗа.
0	ст. 1 Закона Пермского края от 01.04.2015 № 466-ПК (с изменениями на 09.11.2022) пришлите пожалуйста
0	Добрый день! Мы АО,можем ли мы давать физлицу краткосрочный займ под проценты,что для этого у нас должно быть?
0	Добрый день! какая продолжительность отпуска у академического директора в в организации занимающийся дополнительным образованием с образовательной лицензией
0	Здравствуйте! Если Договор и спецификация к договору подписана через ЭДО в формате ПДФ. Являются ли такие документы юридически легитимными при проверке?
0	Добрый день! Пришлите пожалуйста график сдачи отчетности и уплаты налогов на 4 кв 2023
0	Добрый день, можно ли трудоустроить гражданина Беларуси с регистрацией в другом регионе РФ. (Юридич адрес компании и регистрация гражданина Беларуси находятся в разных регионах РФ)
0	"Добрый день, подскажите, пожалуйста в следующем вопросе: если мы переводим работника временно с одного места на другое, в связи с отсутствием работника, которого он будет замещать, нужно ли в приказе дополнительно указывать, что работник переводится ""с охранением оклада"" ?"
0	Здравствуйте, может ли самозанятый заключить договор с другим самозанятым. Что нужно учесть в данном договоре, какими документами оформлять, когда пробивать чеки, нужен ли акт?
0	какой проводкой отразить если на начало года по данным налоговой вышла переплата по налогам и зачесть ее в счет уплаты налога в текущем году
0	изменение по работе с эцп
0	Добрый день! Подскажите пожалуйста, наш контрагент-покупатель юр.лицо , хочет провести нам платеж через ИГК. Первый раз сталкиваемся, что это за процедура?
540020	"Доброе утро, что за документ ""Выписка из книги учета доходов и расходов? Хорошо бы увидеть образец"
507252	как учитавать расходы на договору ДМС - если сотрудник не работает в организации.
486879	Добрый день! ООО на ОСНО осуществляет благоустройство территории детского сада. Это является помощью учреждению (договора нет). Как отразить затраты по налогу на прибыль, привлекая субподрядчиков для осуществления работ (можно ли это сделать), можно ли отразить в книге покупок входящий НДС ?
0	Добрый день. ООО ОСНО сменило Налоговую и юридический адрес. Персонифицированные сведения за август 2023 случайно сдали с старую налоговую. Из строй налоговой получено извещение о получении. Как исправить ошибку и не получить штраф за несвоевременную сдачу отчета?
0	Доброе утро. Нерезидент получил доход от нашей организации. Он должен заплатить налог? Была продажа товара. Мы должны подать в налоговую какие-то сведения об этом или это его обязанность?
0	добрый день. Физическое лицо РФ оплатил за запчасти на другое физическое лицо Беларуссии. При этом запчасти были доставлены транспортной компанией на имя ООО из РФ. Что с НДС? Возникает ли обязанность уплатить налог с импорта?
0	Добрый день. Наше предприятие занимается строительством энергоисточника в г. Билибино. Заказчик подписал с нами договор возмездного оказания услуг по участию в приемке пусконаладочных работ и эксплуатационному обслуживанию объектов от 25.09.2023г. К какому виду деятельности можно отнести эти услуги? - Строительство или другому?
538638	Добрый день! Подскажите как заполнить платёжное поручение для уплаты штрафа по СФР ст.17 27-ФЗ ?
0	вип проводки по ОС
0	Здравствуйте! Должны ли проходить периодический медицинский осмотр кладовщики, работающие на оптовом складе?
0	Добрый день! Договор заключен с физ лицом на оказание услуг. При расторжении договора можно ли по заявлению! вернуть деньги на другое физ лицо (оно же и оплачивало эти услуги)
0	Вопрос актуален. От вас не было запроса
0	Добрый день! При закрытии ИП без работников в сентябре 2023г. можно уменьшить налог УСН за 2023г. на сумму фиксированных страховых взносов ИП, уплаченных после даты закрытия ИП?
0	физ лицо купило долг и получило выплату. как налогоблагать полученную сумму?
543693	Здравствуйте! ИП на УСН доходы перечислял фикс. взносы в течении 9 мес 2023 на ЕНС. Как и за сколько дней до окончания квартала надо подать заявление на зачет взносов и уменьшение налога по УСН?
553020	Добрый день! Подскажите, пожалуйста, при оформлении обязательных реквизитов в путевых листов, в не транспортной организации, каким приказом Минтранса руководствоваться?
0	"Добрый день, вопрос, какими страховыми взносами облагается дополнительные дни ""северного отпуска"" и компенсация при увольнении дополнительных дней северного отпуска"
0	Наша компания подрядчик (переработчик). Получает оборудование и возвращает его с доработкой (модернизацией). На передачу модернизированного оборудования Заказчику нужная накладная (насколько мы понимаем). Какую стоимость нужно указать в данной накладной. еще будет оформлен акт на работы
0	"Здравствуйте! ООО могут работать на упрощенке ""Доходы - Расходы""?"
0	Добрый день! Строительная организация благоустраивает собственные объекты (ремонт складов, благоустройство территории и т.п.). На территории склада оборудовано место для курения, где возведено сооружение по типу беседки (площадка на винтовых сваях, боковые столбики, крыша-навес). Ориентировочная стоимость материалов, использованных на сооружение места для курения, свыше 100 тр. Надо ли учитывать это место для курения как самостоятельный объект основных средств и по какому ОКОФ или можно затраты списать на ремонт и благоустройство склада?
