Query	UserId	ChatsNum	Answers	Helps
может ли в кассовом ордере в строке главный бухгалтер подписать директор?	8309598	1	0	0
Здравствуйте! Наша организация занимается установкой и монтажом систем контроля и управления доступом (СКУД), в которой присутствует Монитор IP-видеодомофона цветной. Этот монитор является прослеживаемым товаром или нет?	606848	1	0	0
Добрый день! Общество на основании п.2 ФСБУ 5/2019 не применяет настоящий Стандарт в отношении запасов, предназначенных для управленческих нужд. Такие затраты списываются на счет 26 единовременно в момент поступления первичных документов. Может ли Общество аналогично списывать на расходы всю сумму согласно первичных документов в момент поступления без оприходования на склад в целях налогового учета?	20268290	1	0	0
спасибо	17852676	1	1	1
Добрый день! У нас была выездная проверка и проверяемый период был 2018-2020год. Сейчас прислали требование где запрашивают документы по контрагенту 4 кв.2020г. по нему мы предоставляли уже документы в рамках выездной проверки. Вправе ли мы отказаться в предоставлении документов?	17983495	1	0	0
изменения с октября	967183	1	1	1
добрый день! Можно получить подборку на ликвидацию ООО юридического лица. Шаги о принятии решения ликвидации юридического лица	17974592	1	0	0
Добрый день! Были ли изменения в реквизитах для уплаты страховых взносов на травматизм? Какой ОКТМО считается верным?	19352036	1	0	0
Счет у нас был выставлен от ИП и рекизиты в сч были его, а не исполнителя 2 ГИС, как ббыть?	20653902	1	0	0
Какие сведения нужно подать в военкомат?	20456437	1	0	0
Добрый день. Подскажите пожалуйста, как посчитать норму часов за месяц, если сотрудник работает 2/2 по 10 часов за смену?	9490038	1	0	0
Добрый день! Сотрудница уходит в ежегодный отпуск на 20 дней с 1.09-20.09, 21.09 ей должны были оформить больничный по декрету, но 7.09 она рожает. Как быть с отпуском и больничным? Как оплачивать?	20376662	1	0	0
Здесь ссылка дана на определение права собственности покупателя. Я задаю вопрос по теме реализация. Мы продавец, реализуем товар, на который право собственности покупателя перейдет в момент пересечения границы Россия-Казахстан. Вопрос: в какой момент считать реализацию и оформлять счета фактуры на реализацию: в момент отгрузки или в момент перехода права собственности покупателя(на границе)., а там может пройти несколько дней или недель?	8660328	1	0	0
Включается ли в строку 110 раздела 2 Расчета 6-НДФЛ начисленная зарплата за 2-ю половину месяца (окончательный расчет), срок выдачи которой наступает в следующем месяце? В нашей организации срок выдачи аванса-29 число текущего месяца, а окончательного расчета- 14 число следующего месяца. Например. зарплата за 2-ю половину июня, выданная 14 июля, включается в 6-НДФЛ за полугодие?	290114	1	0	0
"Здравствуйте! Вопрос по кадрам:
1. При приеме иностранных граждан какие документы нужно запросить? (Таджикистан, Киргизия)
2. Какие налоговые ставки с заработной платы у иностранных граждан?
3. Осуществляется ли воинский учет для иностранных граждан?
4. Что необходимо для воинского учета граждан РФ? (документы, отчеты, сроки предоставления)
5. ИП на патенте с численностью сотрудников до 4х человек. Если количество сотрудников превысит – как поступать с патентом? Какие последствия?"	360771	1	0	0
Вы не ответили на вопрос	5258300	1	0	0
добрый день	7807549	1	1	0
добрый день, на командировочные сверхнормы начисляют взносы на травматизм?	1759879	1	0	0
да, отправить вопрос	20110478	1	0	0
Добрый день! Подскажите пожалуйста, может ли предприниматель на УСН заниматься перепродажей новых автомобилей физическим лицам. Спасибо.	2008074	1	0	0
Банк по инкассовому поручению списал с нас денежные средства 30.09.2023, а МИФНС отображает на ЕСН эти деньги только 01.10.2023 - это первый случай, второй - с нас банк снял 26.09.23 а МИФНС в ЕНС отображает поступление 01.10.23. ПРАВОМЕРЫ ЛИ ИХ ДЕЙСТВИЯ?	5258300	1	0	0
Здравствуйте. Начисляют ли штрафы ,если не вовремя ответить СФР по проактивным больничным?	2143128	1	0	0
Добрый день! Подскажите, как в бухучете отразить покупку USB- токен JaCarta. Модуль лицензирования.	20851936	1	0	0
Добрый день дайте пожалуйста ссылку на методические рекомендации по ведению воинского учета в организации	806986	1	0	0
енп	6644019	1	1	1
енп	17911495	1	1	1
Недвижимость была как основное средство - ответ как раз по нашей ситуации. Спасибо! уточнений не требуется.	3988261	1	0	0
Аренда офиса как учитывается?	20787231	1	1	1
Благодарю!	7901092	1	1	1
фсбу 6	17284131	1	1	1
Добрый день. Заключаем договор на ремонт компьютерной техники, мы исполнители. Заказчик-головная организация находится в Белорусии, а обособленное подразделение в России, техника ремонтируется на территории РФ. Вопрос с налогами прибылью и НДС понятен, а вот что с оплатой? Платит головная организация, значит платеж попадает под валютный контроль со всеми вытекающими?	5800080	1	0	0
Подскажите, пожалуйста, при утилизации НКО прослеживаемого товара заполняется отчет об операциях с прослеживаемыми товарами? В какой срок от даты утилизации? Что будем считаться первичным учетным документом (графы 4-6 отчета) при утилизации?	18560674	1	0	0
Добрый день по каким ревизитам платим транспортный налог	16392547	1	1	0
ЗДРАВСТВУЙТЕ, ПОДСКАЖИТЕ, ПОЖАЛУЙСТА, КАК ОФОРМИТЬ СМЕНУ ГЕНЕРАЛЬНОГО ДИРЕКТОРА	2181254	1	0	0
Здравствуйте!	2841767	1	1	0
Добрый день. Может ли индивидуальный предприниматель оплачивать за товар поставщику с карты жены или другого родственника?	5113205	1	0	0
изменение 2023	18540133	1	1	1
добрый день	897384	1	1	0
тест	381392	1	1	1
Вопрос: Наша организация планирует продать автотранспортное средство физлицу, но платит ИП. В этом случае договор будет тройственным? и нужно ли выдать кассовый чек при продаже физлицу?	764373	1	0	0
изменения 2023	465300	1	1	1
Добрый день. Можно ли принять в расходы в налоговом учете остаточную стоимость основного средства выбывшего в результате аварии на производстве?	13423345	1	0	0
Добрый день. Помогите пожалуйста в вопросе. От покупателя(физ.лицо) поступила оплата на расчетный счет. Как правильно это необходимо отразить в кассе с применением ККТ?	12529355	1	0	0
спасибо	3616728	1	1	1
Здравствуйте! При покупке квартиры в 2023г. когда можно подать декларацию для возврата НДФЛ?	766595	1	0	0
Добрый день! Какой срок исковой давности по нарушениям кассовой дисциплины по ситуации с моим предыдущим вопросом?	20256353	1	0	0
аренда офиса как учитывается в бух учете	3457922	1	1	1
Добрый день, какой возраст работника который подлежит воинскому учету?	10551054	1	0	0
как правильно начислить работнику дополнительные оплачиваемые выходные дни по уходу за ребенком-инвалидом в соответствии с постановлением правительства РФ от 06.05.2023г. №714 ч.1 ст.262 ТК РФ	1589297	1	0	0
Добрый день. Подскажите если ИП на ТСНО планирует его закрыть, а далее через неделю открыть на усно. Подскажите есть какое то письмо по граничению до конца года по смене системы налогообложенич или я ошибаюсь	5244199	1	0	0
Добрый день!	20926404	1	1	0
тест	8496220	1	1	0
"В связи с принятием законопроекта о передаче Российской государственной библиотеке функций Российской Книжной Палаты (бывший филиал ИТАР-ТАСС), изменились правила приема в РГБ обязательных экземпляров периодических изданий.
Согласно ст. 9 закона 402-ФЗ каждый факт хозяйственной жизни организации должен быть оформлен первичной документацией. Передача обязательного экземпляра попадает под действие закона 402-ФЗ, т.к. является реализацией на безвозмездной основе. 
В целях отражения в бухгалтерском учете всех изданий, полученных в рамках закона 
77-ФЗ, с 09.01.2023 в ФГБУ РГБ необх"	18771974	1	0	0
нужно ли платить больничный лист сотрудника который работал на полставки и уволился	577950	1	0	0
Добрый день. Скажите , пож, Заявление об уплате косвенных налогов сколько времени проверяется налоговой иснпекцией?	2242040	1	0	0
Добрый день. Подскажите, пожалуйста, Поставщик присылает УПД по ЭДО. В этом УПД есть только подпись ответственного за правильность оформления факта хозяйственной жизни. Можно ли принять такой УПД? или все-таки должна быть еще подпись кто товар (услуги) передал?	2095518	1	0	0
здраствуйте, подскажите, пожалуйста. Организация не ведет воинский учет, за не постановку воинского учета какой полагается штраф	11667981	1	0	0
нужно ли подписывать сведения о застрахованном лице в 2023	8600673	1	0	0
как сдать уведомление по енп	2585093	1	1	1
Добрый день! Подскажите, пожалуйста: Предприятие получает услугу по вывозу ТБО у муниципального унитарного предприятия, которое не является плательщиком НДС. Стоимость услуги предоставляется согласно утвержденных тарифов, где указана стоимость без НДС и с НДС. Предприятию выставляют услугу с НДС. Правомерно ли это при условии, что поставщик не является плательщиком НДС и в тарифной сетке указана стоимость без НДС. Имеет ли Предприятие в этом случае право брать к вычету НДС ?	19428815	1	0	0
Здравствуйте. ООО, ОСНО. В середине месяца был пропущен один номер при выставлении УПД покупателю. Позднее он был использован в конце месяца так же при выставлении УПД покупателю. Является ли это нарушением и какие санкции могут быть применены к организации - продавцу?	881622	1	0	0
Добрый день,Какую форму декларации сдавать по УСН при закрытии фирмы в 2023 году	1576836	1	1	0
Добрый день! Компания с ОСНО перешла на УСН, как быть с договорами, которые были заключены до перехода с НДС?	956228	1	0	0
сервисы фнс	10256888	1	1	1
тест	18479708	1	1	1
изменения в воинском учете	3516617	1	0	0
добрый день! при оказании услуг в розницу необходимо ли оформлять акт оказанных услуг и иные документы или достаточно только выдать чек физ лицу	19776535	1	0	0
Если ИП оказывает консультации по коммерческой деятельности	7552952	1	0	0
Добрый день, подскажите ,пожалуйста, в каком случае покупатель оплачивает курсовую разницу и как она считается на конец месяца, в котором произошла отгрузка товара или сразу после завершения обязательств, какие возникают проводки у продавца?Спасибо.	230551	1	0	0
Добрый день, прошу уточнить, вкдючён ли в мой тариф сервис Проверка контрагентов?	5787226	1	1	1
Здравствуйте. Скажите, пожалуйста, на какой счет на 25 или 26 относится уборка снега на производственной площадке	14403999	1	0	0
Добрый день. Подскажите пожалуйста, может ли зам.ген. директора по организации перевозок быть внутренним совместителем по должности инженера БДД (инженера по безопасности дорожного движения)?? Нет ли никаких запретов, касающихся по транспортной безопасности?	8395164	1	0	0
нужно ли предоставлять справку 2 НДФЛ на ученическом договоре	20919186	1	0	0
Добрый день	918931	1	1	0
поставить автомобили организации на учет в военкомат	18306267	1	0	0
"Здравствуйте! Подскажите как трактовать? Кодекс РФ об административных правонарушениях
Глава 21. Административные правонарушения в области воинского учета
Статья 21.1. Непредставление в военный комиссариат или в иной орган, осуществляющий воинский учет, списков граждан, подлежащих первоначальной постановке на воинский учет. У меня в организации работаю 5 мужчин, все при приеме на работу предоставили военный билет, они все годны в военное время. Так мне нужно предоставлять такой отчет или если они сами когда то уже встали на учет военкомате этого делать не нужно?"	5774444	1	0	0
"Добрый день.
Прошу пояснить, можно ли принять к вычету НДС с уплаченного аванса поставщику по счету-оферте, в котором указано ""Продавец обязуется передать товар первому перевозчику в течение 5 рабочих дней с момента оплаты настоящего счета-оферты. Допускается досрочная передача товара."" Соответствует ли данная формулировка пункту 9 ст. 172 НК РФ и является основанием для применения вычета авансового НДС?"	18362881	1	0	0
Здравствуйте. Надо ли заводить трудовую книжку гражданину Беларуси при приеме на работу в россии?	15370076	1	0	0
чек лист на октябрь	2840737	1	1	1
здравствуйте, подскажите известно ли когда нужно будет отчитываться по новой форме ефс-1 при приеме сотрудника на работу	874115	1	0	0
Подскажите пожалуйста,может ли физ лицо передать другому физ лицу автмобиль по довренности с правом передоверия или сдачи в аренду?	2328913	1	0	0
сервисы фнс	5162088	1	1	1
Добрый день! Компания осуществляет убыточные продажи в адрес взаимозависимого лица (учредителя). Какие риски могут возникнуть у предприятия в данной ситуации?	14726230	1	0	0
Добрый день	3076436	1	1	0
Решение о выплате дивидендов нужно ли заверять у нотариуса?	18456856	1	0	0
Добрый день. ИП, зарегистрированный в Респ. Татарстан, осуществляет деятельность в Московской области и принял на работу сотрудника-иностранца (гражданина Киргизии) по месту осуществления деятельности. В какую Миграционную службу территориально нужно отправить Уведомление о приеме на работу сотрудника-иностранца?	606641	1	0	0
Спасибо большое за ответ. Скажите пожалуйста, если два ребенка инвалида, то все вычеты прописывать в одном заявлении? И какой размер вычетов будет за двоих инвалидов?	14971921	1	0	0
Здравствуйте. Мы гостиница. покупаем питьевую воду для сотрудников в бутылях 19 л. Надо ли нам регистрироваться в честном знаке. Если да, то что нам предоставлять им? У нас на накладных или бутылях должны ставить код честного знака?	10065105	1	0	0
Добрый день! Подскажите возвратный кассовый чек должен быть пробит по той же кассе что и чек оплаты или можно сделать возврат и по другой, зарегистрированной по тому же адресу?	1565466	1	0	0
Добрый день! Сервисы ФНС	12005012	1	1	1
Добрый день. Как отразить задержку заработной платы в 6-НДФЛ?	842688	1	1	1
аванс в отпуске	20941248	1	1	1
Здравсвуте! а платежки со статусом 2 по налогу УСН еще можно отправлять? Или уже только на ЕНС со статусом 1?	936866	1	0	0
ДОБРЫЙ ДЕНЬ	2367234	1	1	0
Добрый день. Подскажите, можно ли ООО принять выручку наличными денежными средствами (доллары) от иностранного покупателя юр.лица? В этом случае пробивать по кассе чек в рублях по курсу доллара на день приема?	18854630	1	0	0
Добрый день! Подскажите пожалуйста, с какого числа должна начислять амортизацию на оборудование приобретенное и введенное в эксплуатацию 29.08.2023г.?	6143878	1	0	0
когда в счете-фактуре указывается ставка 20/120	4071136	1	1	1
Добрый день! Мы на УСН! Купили НДС ный товар, теперь хотим вернуть, При возврате мы ндс купленный выделяем ? Скажите пожалуйста	4726502	1	0	0
"Добрый день. Сколько раз в месяц можно задавать вопросы в разделе ""Письменно"""	371051	1	0	0
Добрый день, подскажите пожалуйста, что нужно и куда подать по воинскому учету?	641630	1	0	0
спасибо	3158584	1	1	1
Может ли самозанятый быть актером, режисером, оператором	625148	1	0	0
Покупатель заплатил аванс в последний рабочий день 3 квартала, в следующем квартале просит вернуть денежные средства и расторгнуть договор, декларация по НДС еще не предоставлена, вопрос: можно ли выставить СФ на аванс уже в 4 квартале, т.е. в течении 5 календарных дней с момента получения денежных средств и вернуть деньги, т.е. СФ на аванс и возврат в одном квартале? Или выставляю СФ в 3 квартале, т.е. в день получения денежных средств? Тогда плачу НДС в 3 квартале, а возмещаю только 4? Еще есть варианты?	13988425	1	0	0
какие тарифы с фот сотрудников у ип применяющих патентую систему налогообложения	1628249	1	0	0
Добрый день! подскажите если нам требуется ещё один доступ для другого сотрудника предоставить, можем мы докупить его? По какой стоимости?	2325853	1	0	0
"добрый день! не могу найти форму по воинскому учету ""Донесение о количестве граждан..."" №11МУ. Мне нужен бланк или образец."	322842	1	0	0
Добрый день,в какой срок нужно выдать сотруднику справку о зар плате при отпускепостадавшим в авариина ЧАЭС?	16160608	1	0	0
Добрый день! Подскажите пожалуйста, сотрудник помимо основной работы по трудовому договору стал самозанятым, работодателю нужно как-то это отметить и подавать данные об этом работнике, если его работа как самозанятого не связана с работодателем?	2586079	1	0	0
нормы расхода дизельного топлива на вспашке зяби на К-700на 1 га в кг	5088053	1	1	1
Добрый день	748206	1	1	1
Добрый день! Подскажите есть ли что-то готовое к ответу по моему вопросу ?	2610253	1	0	0
добрый день	6324274	1	1	0
Спасибо.	1849691	1	1	1
подскажите раздел 2 строки 110 в декларации 2НДФЛ, надо указать начисленный доход или выплаченный	588177	1	1	0
Добрый день. Подскажите, нужно ли выбивать чек по РКО на выдачу зарплаты?	20878588	1	0	0
подскажите как правильно учесть Ндс уплаченный , ессли мы платили ндс в таможенную службу за ввозимый товар	2002766	1	0	0
Добрый день! По последним изменениям, если по результатам 9 месяцев 2023 года налог УСН переплачен авансами за 1 полугодие, т.е. уменьшен - обязательно ли подавать Уведомление на уменьшение налога? Или можно не подавать Уведомление вообще, поскольку к уплате суммы нет?	174645	1	0	0
спасибо	14403999	1	0	0
Добрый день! Подскажите, пожалуйста: Нужна ли отметка о медосмотре на путевом листе, если у директора арендуем машину и он сам на ней ездит по делам фирмы ?	1641394	1	0	0
Добрый день! Скажите, пожалуйста, можно ли принять в учет по авансовому отчету чек на хозрасходы за прошлый год?	245953	1	0	0
Добрый день! При увольнении сотрудника по соглашению сторон ему выплачивается компенсация в размере менее 3х окладов. Компенсация указывается только в соглашении о расторжении трудового договора. Облагается ли такая компенсация НДФЛ и страховыми взносами?	4657698	1	0	0
путевой лист	18317361	1	1	1
Добрый день. у нас была продажа в 40 000 евро экспорт в 2022г. таможню и границу товар пересек. Покупатель не оплатил за товар. какие штрафы нас ждут от валютного контроля и от налоговой? нам звонили с банка сказали что штраф будет на всю эту сумму	14685266	1	0	0
да, можно передать вопрос экспертам	18560674	1	0	0
Здравствуйте! Подскажите, пожалуйста, сотрудник трудоустроен в сентябре, зарплата за сентябрь выплачена в октябре. Стандартный вычет на детей должен быть предоставлен за сентябрь и октябрь? До этого сотрудник работал в нашей организации и мы вычет за сентябрь ему не предоставляли. Спасибо!	3299467	1	0	0
Подтверждаю	2610253	1	0	0
Спасибо.	16725978	1	1	1
Добрый день. Какой срок уплаты фиксированных страховых взносов за ИП указывать в заявлении о распоряжении путем зачета суммой денежных средств за 2023год?	2095669	1	0	0
Добрый день. У нас такой вопрос. Наш директор сдает в аренду свой транспорт и получает доход ежемесячно за 9 месяцев, выплатили 2337439 руб., а также ему ежемесячно выплачиваем и дивиденты за прошлые года на основании решения общего собрания, за 9 месяцев выплатили 9282561 руб. Как правильно расчитать НДФЛ, нарастающим итогом до 5 мил.руб. по ставке 13% , свыше по 30%, или по каждому виду отдельно до 5 мил.рублей?	329922	1	0	0
Добрый день.При приеме инвалида 2гр. на работу дистанционно-обязательно должно быть кватирование рабочих мест в организации или нет?	2150886	1	0	0
Добрый день. могут ли родители вернуть 13% НДФЛ с покупки квартиры, которая оформлена на ребенка 17 лет.	3100317	1	0	0
Добрый день! ИП на УСН в процессе создания. Пока не решил на 6 или 15%. Будет заниматься строительством объектов. После прихода денег на счет уплачивает налог на прибыль (6 или 15), остальные деньги может снимать себе на счет, уплатив % банка и все? Спасибо.	2560716	1	0	0
Куда необходимо оплачивать госпошлину об изменениях названия компании	20167558	1	1	0
нужно ли включать с средний заработок для расчета отпускных компенсацию процентов по ипотечному кредиту ?	15993667	1	0	0
Добрый день, работник уволился 28.08.Открыл больничный лист с 25,09 по 3.10. к нам пришел его б/ лист. Как нам его оплатить - 3 дня ФСС, а остальные мы, или как ?	8589665	1	0	0
добрый день	6031446	1	1	1
добрый день	19594807	1	1	0
изменения в октябре	2343483	1	1	1
отчетность	20140901	1	1	1
справочник отчетность за 3квартал	20535194	1	0	0
Добрый день! Подскажите пожалуйста с кем можно связаться по поводу отправки документов об окончании обучения. сменился почтовый адрес. Спасибо!	12946438	1	0	0
Добрый день, подскажите может ли самозанятый кроме этого быть официально трудоустроенным в ООО или ИП. То есть одновременно и работать по трудовому договору и оказывать другим организациям услуги как самозанятый?	9738348	1	0	0
справочник отчетность за 3 квартал	7132662	1	1	1
Отчетность	4058583	1	1	1
код окз для производителя работ	8243619	1	1	1
отчетность за 9 месяцев и 3 квартал	860721	1	1	1
Здравствуйте. Физ.лицо купило помещение у ИП, затем тут же продало другому ИП, декларацию о продаже физ.лицо не сдавало. Какие последствия для физ.лица?	4805044	1	0	0
добрый день! как заполнить строку 110 в 6-НДФЛ за 6 мес?	221632	1	1	1
Добрый день! Подскажите пожалуйста какие документы нужно оформить в связи с индексацией зарплаты?	4380069	1	1	1
здравствуйте.Хочу оформить заявление по п.3ст.346,11 НК РФ. Как заполнитю 6,4 и 6,4,1 параграфы. Имущество использую при работе на УНСН доход	1795471	1	0	0
покупка товаров на маркетплейсах	956437	1	1	0
Здравствуйте, Мы арендуем офис. в 2022 году отразили ППА на 3 года в соответствии с арендной ставкой, действующей на тот момент. В 2023 году арендную плату увеличили. Нужно ли корректировать ППА и если да, то какими проводками. Спасибо!	5329673	1	0	0
Здравствуйте. В нашей организации учредитель принял решение о смене генерального директора. Когда необходимо отправить отчеты СЗВ-ТД об увольнении предидущего ген директора и о приёме нового: не позднее следующего рабочего дня с даты решения или с даты уведомления в налоговой?	290271	1	0	0
уведомление по ЕНП	17327335	1	1	1
Добрый день	14903345	1	1	0
уведомление по енп	20919190	1	1	1
Добрый день!	5357572	1	1	1
какой код должен быть при начсилении единоразовой премии в конце года	2884337	1	1	1
можно счет на продление системы главбух	469754	1	0	0
Добрый день. Вопрос про резидент - нерезидент. Подскажите пожалуйста. У нас учредитель получает дивиденды. В марте, когда их выплачивали он был резидентом. и налог удержан по ставке 13%. Больше выплат в этом году не будет. На данный момент он уже не резидент и до конца года этот статус не изменится. Как нам нужно это отразить в : 6-ндфл за 3 квартал 2023 г. и 2-НДФЛ по году.	965369	1	0	0
Добрый день, мед.страхование при выезде за границу можно включить в расходы по налогу на прибыль?	1657828	1	0	0
Добрый день	331609	1	1	1
здравстуйте	10144296	1	0	0
добрый день. подскажите где найти информацию, о том что в договоре подряда если не прописаны пени за просрочку платежа, то как можно взыскать	20851783	1	0	0
Добрый день! Подскажите, пожалуйста, в каких единицах измерения должны учитываться основные средства? могут ли быть, кроме штук, например, комплекты?	2499579	1	0	0
Добрый день! ИП на УСН 6 % за 2023 год не подавало не разу уведомление по налогу на УСН. Вопрос: сейчас можно подать на всю сумму за 9 месяцев или нужно отдельно за каждый квартал?	384654	1	0	0
Добрый день, доверенность выдана не сотруднику и упд подписан им же, можем ли мы принять такой документ на затраты по налоговому учету?	2819609	1	0	0
У меня по предыдущему вопросу еще возникли вопросы)	104299	1	0	0
Добрый день! Подскажи на основании каких законодательных документов не производится удержание алиментов с вахтовой надбавки?	18701845	1	0	0
добрый день.оказываем услуги заказчику с ежемесячными расчетами.с\ф и акт выполненных работ выставляем последним днем месяца.подскажите пжл,если мы выставим акт за сентябрь сегодняшним днем,в какой месяц войдут расчеты по ндм и вообще можем ли мы так сделать?	3246353	1	0	0
добрый день. на какую статью налогового кодекса отнести расходы на изготовление и монтаж рекламного стенда	8495507	1	0	0
Добрый день!	19430648	1	1	0
Добрый день! Подскажите, у меня сотрудник иностранец, получил гражданство РФ, должны мы подавать на него данные в военкомат?	241053	1	0	0
Добрый день. Помогите, пожалуйста, найти статью по проводкам мультивалютного перевода.	8467974	1	0	0
Добрый день! Нужно ли сдавать 6 НДФЛ за 9 мес, если в 3 квартале выплат не было, но были во втором?	12405287	1	0	0
Добрый день. подскажите, пожалуйста, как подать заявление на добровольное медицинское страхование ИП?	276522	1	0	0
изменения октября	15797374	1	1	1
Добрый день. Наша организация хочет заключить договор на научные исследования, которые мы будем проводить. Можно ли выставить услугу без НДС	17079125	1	0	0
Добрый день!	8276457	1	1	1
подскажите,водители по договору гпх- по воинскому учету нужно по ним отчитываться?и если директор-инвалид-нужно по нему в военкомате отчитываться?	1906159	1	0	0
Добрый день! При возврате товара наша организация выписала корректировочный счет-фактуру, где была прописана только позиция которая подлежит корректировке. Контрагент просит исправить и прописать все позиции как в изначальном УПД без изменений, а корректируемую позицию изменить. Прав ли контрагент?	13919270	1	0	0
воинский учет по работникам гпд	314077	1	0	0
какая проводка при получение наличных в банке и при выдаче зп с кассы	8309598	1	0	0
Добрый день! Является ли сделка контролируемой, если директор-единственный учредитель предоставил своей организации процентный займ?	578660	1	1	1
не подавая каких либо заявлений в ИФНС?	104299	1	0	0
Добрый день. Подскажите, пожалуйста, необходимо ли ИП подавать в Роскомнадзор уведомление об обработке перс.данных при приеме сотрудника на работу	2437077	1	0	0
Добрый день.	8650743	1	1	0
7721306904	469754	1	0	0
Добрый день! Подскажите, пожалуйста, какое ОКТМО нужно указать при оплате штрафа в СФР?	18498757	1	0	0
"Добрый день. Ранее мы задавали вопрос. о передаче в безвозмездное пользование арендуемых нами помещений Таможенному посту. Задавали вопрос о налогообложении. Начисляется ли НДС и учитываются ли расходы по налогу на прибыль. Помещение признается как ППА. В законе 311-ФЗ от 27.11.2010 в статье 14 ""Места нахождения таможенных органов"" п 2. прописано - таможенные посты и структурные подразделения могут находиться в помещениях, принадлежащих владельцам складов временного хранения. Является ли это условие причиной, не начисления НДС и признания затрат по налогу на прибыль."	7254826	1	0	0
Как бабушке взять больничный лист по уходу за внуком? Какие документы необходимы для оформления больничного?	16161317	1	0	0
тест	18898676	1	1	1
здравствуйте, сколько дней отпуска положено работнику отработавшему в организации 9 месяцев	4000731	1	1	1
В образце, на кот. вы ссылаетесь, коды в платежке стоят при выплате заплаты самому работнику. В моем случае - это перечисление заработной платы работника третьму лицу. Это важное отличие. И такой образец неплохо бы иметь!	155289	1	0	0
